cod_mun;tipo;total;sus;naosus
3500105;15;1;1;0
3500105;20;7;6;1
3500105;3;106;99;7
3500105;6;4;4;0
3500105;30;7;3;4
3500105;10;10;7;3
3500105;41;2;1;1
3500105;43;1;1;0
3500105;5;11;11;0
3500105;48;2;2;0
3500105;51;2;2;0
3500105;54;3;3;0
3500105;56;5;2;3
3500105;57;1;1;0
3500105;58;4;4;0
3500105;59;3;3;0
3500105;8;25;25;0
3500105;9;2;2;0
3500105;66;1;1;0
3500204;3;10;9;1
3500204;6;1;1;0
3500204;54;1;1;0
3500204;8;1;1;0
3500303;20;3;1;2
3500303;3;36;26;10
3500303;6;6;6;0
3500303;30;3;;3
3500303;31;1;;1
3500303;10;10;3;7
3500303;5;3;3;0
3500303;48;1;1;0
3500303;54;1;1;0
3500303;56;2;;2
3500303;58;2;1;1
3500303;8;4;2;2
3500303;9;2;2;0
3500402;20;1;1;0
3500402;3;14;12;2
3500402;6;2;2;0
3500402;30;1;1;0
3500402;10;2;2;0
3500402;5;1;1;0
3500402;54;2;2;0
3500402;56;1;1;0
3500402;8;2;2;0
3500501;12;1;1;0
3500501;1;1;1;0
3500501;20;2;;2
3500501;2;1;1;0
3500501;3;30;28;2
3500501;6;5;5;0
3500501;30;1;;1
3500501;10;1;1;0
3500501;4;2;2;0
3500501;5;2;2;0
3500501;54;1;;1
3500501;58;2;;2
3500501;59;1;;1
3500501;8;6;5;1
3500501;9;1;1;0
3500501;11;1;1;0
3500550;20;2;2;0
3500550;3;9;9;0
3500550;6;1;1;0
3500550;31;1;1;0
3500550;32;1;1;0
3500550;8;2;2;0
3500600;3;12;12;0
3500600;10;1;1;0
3500600;54;1;1;0
3500600;56;2;2;0
3500600;58;1;1;0
3500600;8;2;2;0
3500709;1;1;1;0
3500709;20;5;5;0
3500709;2;1;1;0
3500709;26;3;3;0
3500709;3;37;34;3
3500709;6;7;7;0
3500709;30;3;3;0
3500709;10;2;2;0
3500709;38;2;2;0
3500709;5;11;11;0
3500709;54;3;3;0
3500709;56;6;;6
3500709;58;6;6;0
3500709;59;1;1;0
3500709;8;14;13;1
3500709;9;2;2;0
3500709;65;1;1;0
3500758;3;8;8;0
3500758;10;1;1;0
3500758;8;1;1;0
3500758;9;1;;1
3500808;3;7;7;0
3500808;6;1;1;0
3500808;10;1;1;0
3500808;8;1;1;0
3500907;3;10;10;0
3500907;5;1;1;0
3500907;8;1;1;0
3501004;1;1;;1
3501004;20;1;1;0
3501004;3;6;3;3
3501004;6;4;4;0
3501004;10;2;2;0
3501004;41;1;1;0
3501004;5;1;1;0
3501004;54;2;2;0
3501004;56;3;2;1
3501004;58;1;1;0
3501004;8;5;3;2
3501004;9;2;2;0
3501103;20;1;1;0
3501103;6;2;2;0
3501103;10;1;1;0
3501103;58;2;2;0
3501103;8;3;3;0
3501152;20;2;1;1
3501152;3;13;12;1
3501152;10;2;2;0
3501152;5;4;3;1
3501152;54;2;1;1
3501152;56;2;1;1
3501152;58;3;1;2
3501152;59;1;;1
3501152;8;5;3;2
3501152;9;1;1;0
3501202;3;4;4;0
3501202;8;1;1;0
3501301;20;1;1;0
3501301;3;69;69;0
3501301;6;5;5;0
3501301;31;1;;1
3501301;10;2;1;1
3501301;5;1;1;0
3501301;8;1;1;0
3501301;9;2;2;0
3501400;3;6;6;0
3501400;6;2;2;0
3501400;8;1;1;0
3501509;6;2;2;0
3501608;12;8;1;7
3501608;13;2;;2
3501608;14;4;1;3
3501608;1;30;18;12
3501608;15;13;1;12
3501608;18;1;1;0
3501608;20;53;32;21
3501608;17;6;;6
3501608;21;1;;1
3501608;23;4;2;2
3501608;24;1;;1
3501608;2;19;13;6
3501608;25;1;1;0
3501608;26;12;6;6
3501608;27;1;1;0
3501608;3;299;246;53
3501608;6;7;7;0
3501608;7;2;;2
3501608;30;26;4;22
3501608;31;12;2;10
3501608;32;7;6;1
3501608;33;2;1;1
3501608;35;3;1;2
3501608;36;1;1;0
3501608;10;32;18;14
3501608;38;13;1;12
3501608;39;3;;3
3501608;41;7;1;6
3501608;43;1;1;0
3501608;5;63;41;22
3501608;45;1;1;0
3501608;47;2;;2
3501608;48;6;4;2
3501608;51;10;9;1
3501608;52;3;1;2
3501608;54;27;14;13
3501608;56;39;16;23
3501608;57;9;4;5
3501608;58;56;20;36
3501608;59;22;17;5
3501608;8;110;80;30
3501608;62;2;;2
3501608;9;36;13;23
3501608;65;5;1;4
3501608;66;10;7;3
3501707;13;1;1;0
3501707;1;18;18;0
3501707;20;11;10;1
3501707;2;2;2;0
3501707;26;1;1;0
3501707;3;106;104;2
3501707;29;1;1;0
3501707;6;1;1;0
3501707;30;1;1;0
3501707;31;1;1;0
3501707;32;2;2;0
3501707;35;1;1;0
3501707;10;1;1;0
3501707;38;1;1;0
3501707;41;1;1;0
3501707;5;7;7;0
3501707;48;7;7;0
3501707;51;2;2;0
3501707;54;5;5;0
3501707;56;7;7;0
3501707;58;2;2;0
3501707;59;1;1;0
3501707;60;3;3;0
3501707;8;13;12;1
3501707;62;1;1;0
3501707;9;2;2;0
3501806;3;18;18;0
3501806;6;1;1;0
3501806;8;1;1;0
3501905;12;2;1;1
3501905;1;5;4;1
3501905;15;1;;1
3501905;20;13;4;9
3501905;2;4;3;1
3501905;3;157;120;37
3501905;6;35;35;0
3501905;30;11;5;6
3501905;31;1;;1
3501905;32;4;3;1
3501905;33;2;2;0
3501905;10;16;11;5
3501905;38;3;1;2
3501905;41;1;1;0
3501905;4;1;;1
3501905;5;12;3;9
3501905;45;1;1;0
3501905;47;1;;1
3501905;48;2;1;1
3501905;51;4;4;0
3501905;54;8;2;6
3501905;56;17;11;6
3501905;57;1;;1
3501905;58;6;4;2
3501905;59;3;2;1
3501905;61;1;;1
3501905;8;23;9;14
3501905;9;12;7;5
3501905;65;1;1;0
3501905;66;2;1;1
3502002;20;1;1;0
3502002;3;9;9;0
3502002;6;1;1;0
3502002;5;1;1;0
3502002;54;1;1;0
3502002;8;1;1;0
3502002;9;1;1;0
3502101;12;1;;1
3502101;13;1;;1
3502101;14;2;2;0
3502101;18;1;;1
3502101;20;17;13;4
3502101;2;1;1;0
3502101;3;129;110;19
3502101;6;10;10;0
3502101;30;7;2;5
3502101;31;1;;1
3502101;37;1;;1
3502101;10;16;14;2
3502101;38;2;;2
3502101;5;5;5;0
3502101;48;2;2;0
3502101;51;2;2;0
3502101;54;10;5;5
3502101;56;8;3;5
3502101;57;2;1;1
3502101;58;8;5;3
3502101;59;4;;4
3502101;8;18;15;3
3502101;62;1;;1
3502101;9;6;3;3
3502101;65;2;;2
3502101;66;1;1;0
3502200;20;3;2;1
3502200;3;21;19;2
3502200;6;5;5;0
3502200;30;1;;1
3502200;10;2;2;0
3502200;41;1;1;0
3502200;5;2;2;0
3502200;54;1;1;0
3502200;58;2;1;1
3502200;8;3;2;1
3502200;9;1;1;0
3502309;3;12;12;0
3502309;6;3;3;0
3502408;3;2;2;0
3502408;6;1;1;0
3502507;14;1;;1
3502507;1;3;3;0
3502507;20;3;3;0
3502507;2;2;2;0
3502507;3;21;19;2
3502507;6;4;4;0
3502507;31;2;1;1
3502507;32;2;2;0
3502507;10;3;3;0
3502507;41;2;2;0
3502507;4;1;1;0
3502507;48;2;2;0
3502507;51;1;1;0
3502507;54;2;1;1
3502507;56;15;14;1
3502507;59;2;2;0
3502507;8;11;9;2
3502606;3;6;6;0
3502606;6;1;1;0
3502606;8;1;1;0
3502606;9;2;2;0
3502705;1;2;2;0
3502705;20;2;2;0
3502705;3;23;21;2
3502705;6;8;8;0
3502705;10;1;1;0
3502705;5;5;4;1
3502705;58;2;2;0
3502705;8;3;3;0
3502754;20;1;1;0
3502754;3;5;5;0
3502754;6;2;2;0
3502754;30;1;1;0
3502754;10;2;;2
3502754;5;4;4;0
3502754;48;1;1;0
3502754;54;1;1;0
3502754;56;1;1;0
3502754;59;1;1;0
3502754;8;3;3;0
3502754;62;1;1;0
3502804;12;2;;2
3502804;13;3;2;1
3502804;14;6;4;2
3502804;1;37;34;3
3502804;20;36;19;17
3502804;17;2;1;1
3502804;23;1;1;0
3502804;24;1;;1
3502804;2;11;6;5
3502804;25;1;1;0
3502804;26;5;;5
3502804;3;270;194;76
3502804;29;1;1;0
3502804;6;32;32;0
3502804;7;1;;1
3502804;30;20;5;15
3502804;31;7;2;5
3502804;32;6;3;3
3502804;33;1;1;0
3502804;34;5;;5
3502804;36;2;2;0
3502804;10;31;16;15
3502804;38;8;2;6
3502804;39;1;1;0
3502804;41;6;3;3
3502804;43;1;;1
3502804;5;34;8;26
3502804;45;5;1;4
3502804;48;7;6;1
3502804;51;7;2;5
3502804;52;4;1;3
3502804;54;20;10;10
3502804;55;1;;1
3502804;56;35;18;17
3502804;57;9;6;3
3502804;58;18;10;8
3502804;59;11;7;4
3502804;61;1;;1
3502804;8;61;41;20
3502804;62;1;;1
3502804;9;14;4;10
3502804;63;3;3;0
3502804;64;63;63;0
3502804;65;6;1;5
3502804;66;3;;3
3502903;13;2;;2
3502903;20;4;1;3
3502903;2;1;1;0
3502903;3;26;23;3
3502903;6;7;7;0
3502903;10;3;1;2
3502903;38;1;;1
3502903;5;3;2;1
3502903;54;3;1;2
3502903;56;3;1;2
3502903;58;2;1;1
3502903;59;1;;1
3502903;8;5;2;3
3502903;62;1;;1
3502903;66;2;1;1
3503000;20;2;2;0
3503000;3;1;1;0
3503000;6;3;3;0
3503000;10;2;2;0
3503000;5;2;2;0
3503000;58;1;1;0
3503000;8;3;3;0
3503000;9;1;1;0
3503109;20;1;1;0
3503109;3;19;19;0
3503109;6;2;2;0
3503109;5;1;1;0
3503109;54;1;1;0
3503109;58;1;1;0
3503109;59;2;2;0
3503109;8;2;2;0
3503158;20;1;1;0
3503158;3;6;6;0
3503158;10;1;1;0
3503158;5;1;1;0
3503158;8;3;3;0
3503208;12;2;1;1
3503208;13;5;2;3
3503208;14;4;1;3
3503208;1;20;17;3
3503208;15;5;;5
3503208;20;36;15;21
3503208;17;1;1;0
3503208;21;1;1;0
3503208;24;3;;3
3503208;2;9;8;1
3503208;25;2;1;1
3503208;26;6;1;5
3503208;3;401;309;92
3503208;6;28;28;0
3503208;7;9;9;0
3503208;30;17;2;15
3503208;31;16;2;14
3503208;32;12;9;3
3503208;34;1;;1
3503208;35;3;2;1
3503208;10;25;22;3
3503208;38;11;2;9
3503208;41;14;3;11
3503208;4;3;2;1
3503208;43;2;;2
3503208;5;51;19;32
3503208;45;1;1;0
3503208;47;1;;1
3503208;48;6;4;2
3503208;51;11;8;3
3503208;52;7;5;2
3503208;54;17;4;13
3503208;55;3;;3
3503208;56;47;28;19
3503208;57;16;10;6
3503208;58;25;18;7
3503208;59;8;5;3
3503208;60;1;;1
3503208;8;90;58;32
3503208;62;4;3;1
3503208;9;14;5;9
3503208;63;3;2;1
3503208;64;77;77;0
3503208;65;3;1;2
3503208;11;1;;1
3503208;66;10;5;5
3503307;12;2;;2
3503307;13;2;;2
3503307;14;1;;1
3503307;1;10;;10
3503307;15;3;;3
3503307;20;20;10;10
3503307;21;1;1;0
3503307;2;2;;2
3503307;26;4;;4
3503307;3;233;221;12
3503307;6;11;11;0
3503307;30;10;;10
3503307;31;6;;6
3503307;33;1;;1
3503307;36;2;1;1
3503307;10;6;4;2
3503307;38;4;1;3
3503307;41;2;1;1
3503307;4;1;;1
3503307;43;2;;2
3503307;5;19;9;10
3503307;45;1;;1
3503307;48;3;2;1
3503307;51;7;5;2
3503307;54;5;2;3
3503307;55;3;1;2
3503307;56;12;5;7
3503307;57;4;1;3
3503307;58;7;2;5
3503307;59;5;1;4
3503307;61;1;;1
3503307;8;37;24;13
3503307;9;14;9;5
3503307;64;49;49;0
3503307;65;2;1;1
3503406;1;1;1;0
3503406;3;6;4;2
3503406;6;3;3;0
3503406;5;1;1;0
3503406;54;1;1;0
3503406;56;6;6;0
3503406;8;1;1;0
3503505;15;1;1;0
3503505;20;1;1;0
3503505;3;5;5;0
3503505;6;2;2;0
3503505;8;2;2;0
3503505;9;1;1;0
3503604;20;1;1;0
3503604;3;10;10;0
3503604;6;1;1;0
3503604;54;1;1;0
3503604;58;1;1;0
3503604;8;2;2;0
3503703;3;3;3;0
3503703;6;2;2;0
3503703;31;1;;1
3503703;8;1;1;0
3503703;9;1;1;0
3503802;12;1;;1
3503802;20;6;3;3
3503802;3;42;36;6
3503802;6;7;7;0
3503802;30;5;;5
3503802;32;1;;1
3503802;10;4;1;3
3503802;38;1;;1
3503802;5;4;3;1
3503802;54;3;;3
3503802;56;7;2;5
3503802;58;3;2;1
3503802;59;1;1;0
3503802;61;1;;1
3503802;8;13;6;7
3503802;9;3;1;2
3503802;66;1;;1
3503901;13;3;1;2
3503901;14;2;2;0
3503901;1;3;3;0
3503901;15;1;;1
3503901;20;8;6;2
3503901;24;1;;1
3503901;2;2;;2
3503901;3;132;99;33
3503901;6;9;9;0
3503901;30;4;;4
3503901;31;1;;1
3503901;33;1;1;0
3503901;10;9;7;2
3503901;38;2;;2
3503901;41;1;;1
3503901;5;21;8;13
3503901;45;1;;1
3503901;48;1;1;0
3503901;51;1;;1
3503901;54;5;1;4
3503901;55;2;;2
3503901;56;6;1;5
3503901;57;1;;1
3503901;58;9;8;1
3503901;59;2;1;1
3503901;8;57;45;12
3503901;9;4;3;1
3503901;66;6;2;4
3503950;6;1;1;0
3503950;8;1;1;0
3504008;12;2;1;1
3504008;13;2;1;1
3504008;14;2;1;1
3504008;1;5;3;2
3504008;15;3;1;2
3504008;20;26;11;15
3504008;17;3;3;0
3504008;2;4;4;0
3504008;26;5;;5
3504008;3;217;167;50
3504008;6;12;12;0
3504008;30;11;2;9
3504008;32;1;;1
3504008;34;1;;1
3504008;35;2;2;0
3504008;10;23;7;16
3504008;38;5;3;2
3504008;39;1;;1
3504008;41;4;1;3
3504008;4;1;1;0
3504008;5;15;8;7
3504008;48;8;4;4
3504008;51;3;;3
3504008;52;3;1;2
3504008;54;12;4;8
3504008;55;1;;1
3504008;56;16;6;10
3504008;57;5;4;1
3504008;58;10;1;9
3504008;59;5;1;4
3504008;61;1;;1
3504008;8;37;19;18
3504008;62;2;2;0
3504008;9;16;3;13
3504008;64;8;8;0
3504008;65;2;1;1
3504008;66;3;;3
3504107;12;3;;3
3504107;13;4;1;3
3504107;14;1;1;0
3504107;1;40;10;30
3504107;15;1;;1
3504107;20;34;3;31
3504107;17;4;;4
3504107;21;1;;1
3504107;23;1;;1
3504107;24;1;;1
3504107;2;38;23;15
3504107;25;1;;1
3504107;26;5;;5
3504107;27;1;;1
3504107;3;377;273;104
3504107;6;20;19;1
3504107;30;24;2;22
3504107;31;6;;6
3504107;32;6;2;4
3504107;33;4;1;3
3504107;34;1;;1
3504107;35;5;1;4
3504107;36;2;;2
3504107;10;47;19;28
3504107;38;6;1;5
3504107;41;6;3;3
3504107;4;1;1;0
3504107;43;3;;3
3504107;5;53;15;38
3504107;45;1;;1
3504107;48;8;4;4
3504107;51;8;1;7
3504107;52;3;;3
3504107;54;16;4;12
3504107;55;3;;3
3504107;56;51;12;39
3504107;57;4;;4
3504107;58;84;33;51
3504107;59;6;;6
3504107;8;144;86;58
3504107;62;3;1;2
3504107;9;16;3;13
3504107;65;3;;3
3504107;66;6;1;5
3504206;14;1;1;0
3504206;20;2;2;0
3504206;2;1;1;0
3504206;3;16;16;0
3504206;6;3;3;0
3504206;10;1;1;0
3504206;56;1;1;0
3504206;58;2;2;0
3504206;8;2;2;0
3504206;9;1;1;0
3504305;20;1;1;0
3504305;3;2;2;0
3504305;6;2;2;0
3504305;8;1;1;0
3504305;9;1;1;0
3504404;3;34;34;0
3504404;10;2;2;0
3504404;8;1;1;0
3504503;12;1;;1
3504503;14;1;1;0
3504503;1;8;8;0
3504503;15;4;3;1
3504503;20;14;12;2
3504503;23;1;1;0
3504503;2;3;3;0
3504503;26;2;2;0
3504503;3;89;84;5
3504503;6;5;5;0
3504503;30;6;3;3
3504503;31;4;2;2
3504503;33;2;2;0
3504503;10;9;7;2
3504503;38;4;3;1
3504503;41;2;2;0
3504503;4;1;1;0
3504503;5;9;8;1
3504503;48;3;3;0
3504503;51;4;4;0
3504503;52;1;1;0
3504503;54;12;11;1
3504503;55;1;1;0
3504503;56;13;11;2
3504503;57;9;8;1
3504503;58;13;11;2
3504503;59;4;3;1
3504503;8;17;14;3
3504503;62;1;1;0
3504503;9;9;7;2
3504503;64;1;1;0
3504503;66;1;1;0
3504602;12;1;1;0
3504602;20;1;1;0
3504602;3;50;50;0
3504602;6;8;8;0
3504602;38;1;1;0
3504602;5;6;6;0
3504602;56;1;;1
3504602;58;1;1;0
3504602;8;5;4;1
3504602;9;1;1;0
3504701;3;6;6;0
3504701;6;1;1;0
3504800;3;12;12;0
3504800;6;1;1;0
3504800;8;1;1;0
3504800;9;1;1;0
3504909;20;2;1;1
3504909;3;14;13;1
3504909;6;5;5;0
3504909;30;1;1;0
3504909;31;1;1;0
3504909;10;2;2;0
3504909;38;1;1;0
3504909;5;4;3;1
3504909;54;1;1;0
3504909;56;1;1;0
3504909;58;1;1;0
3504909;62;1;1;0
3504909;9;1;;1
3505005;3;3;3;0
3505005;6;1;1;0
3505005;8;1;1;0
3505104;20;1;1;0
3505104;3;6;6;0
3505104;6;1;1;0
3505104;4;1;1;0
3505104;5;1;1;0
3505104;8;1;1;0
3505203;20;4;1;3
3505203;2;1;1;0
3505203;3;57;50;7
3505203;6;4;4;0
3505203;30;1;1;0
3505203;48;1;1;0
3505203;51;1;1;0
3505203;56;2;;2
3505203;58;1;1;0
3505203;8;6;6;0
3505203;9;2;1;1
3505302;1;2;1;1
3505302;20;6;4;2
3505302;3;63;55;8
3505302;6;4;4;0
3505302;30;2;1;1
3505302;31;1;;1
3505302;32;2;1;1
3505302;10;7;5;2
3505302;38;3;2;1
3505302;5;2;2;0
3505302;48;1;1;0
3505302;54;4;2;2
3505302;56;3;3;0
3505302;59;1;1;0
3505302;61;1;;1
3505302;8;11;10;1
3505302;9;3;2;1
3505351;3;1;1;0
3505351;6;1;1;0
3505401;20;1;1;0
3505401;3;6;6;0
3505401;6;2;2;0
3505401;8;1;1;0
3505401;9;1;1;0
3505500;12;1;1;0
3505500;13;1;1;0
3505500;14;24;23;1
3505500;1;76;76;0
3505500;18;3;3;0
3505500;19;6;6;0
3505500;20;38;25;13
3505500;21;1;1;0
3505500;23;1;1;0
3505500;24;1;1;0
3505500;2;23;20;3
3505500;25;1;1;0
3505500;26;3;3;0
3505500;3;468;443;25
3505500;6;16;16;0
3505500;7;1;;1
3505500;30;13;7;6
3505500;31;3;3;0
3505500;32;3;2;1
3505500;33;4;4;0
3505500;35;9;9;0
3505500;36;3;2;1
3505500;10;98;97;1
3505500;38;3;2;1
3505500;39;2;2;0
3505500;41;5;;5
3505500;43;1;;1
3505500;5;25;12;13
3505500;45;6;6;0
3505500;47;1;1;0
3505500;48;12;12;0
3505500;49;1;1;0
3505500;50;1;1;0
3505500;51;13;13;0
3505500;52;1;1;0
3505500;54;26;19;7
3505500;55;3;3;0
3505500;56;22;16;6
3505500;57;86;85;1
3505500;58;7;6;1
3505500;59;5;4;1
3505500;8;79;71;8
3505500;62;3;1;2
3505500;9;24;20;4
3505500;63;14;14;0
3505500;64;32;32;0
3505500;65;1;1;0
3505500;66;3;2;1
3505609;20;6;2;4
3505609;26;1;1;0
3505609;3;65;49;16
3505609;6;4;4;0
3505609;31;2;1;1
3505609;10;3;2;1
3505609;4;1;;1
3505609;5;2;2;0
3505609;48;1;1;0
3505609;54;2;1;1
3505609;56;1;1;0
3505609;58;2;2;0
3505609;61;1;;1
3505609;8;8;4;4
3505708;12;6;;6
3505708;13;8;5;3
3505708;14;3;2;1
3505708;1;63;61;2
3505708;15;4;;4
3505708;19;1;;1
3505708;20;79;45;34
3505708;17;5;5;0
3505708;23;4;3;1
3505708;24;5;2;3
3505708;2;35;29;6
3505708;25;2;2;0
3505708;26;8;4;4
3505708;27;2;1;1
3505708;3;524;465;59
3505708;29;1;1;0
3505708;7;1;;1
3505708;30;40;11;29
3505708;31;13;8;5
3505708;32;30;27;3
3505708;33;12;8;4
3505708;35;4;4;0
3505708;36;1;;1
3505708;10;120;94;26
3505708;38;19;11;8
3505708;39;2;2;0
3505708;41;10;5;5
3505708;4;10;9;1
3505708;43;2;2;0
3505708;5;153;106;47
3505708;45;2;1;1
3505708;48;11;9;2
3505708;50;2;1;1
3505708;51;14;13;1
3505708;52;28;27;1
3505708;54;26;21;5
3505708;55;5;1;4
3505708;56;86;43;43
3505708;57;7;3;4
3505708;58;209;176;33
3505708;59;35;19;16
3505708;8;330;282;48
3505708;62;7;4;3
3505708;9;26;12;14
3505708;63;1;;1
3505708;64;43;43;0
3505708;65;4;3;1
3505708;66;16;12;4
3505807;1;1;1;0
3505807;20;1;1;0
3505807;3;27;26;1
3505807;6;4;4;0
3505807;51;1;1;0
3505807;54;2;1;1
3505807;56;5;4;1
3505807;58;1;;1
3505807;59;1;1;0
3505807;8;1;1;0
3505906;1;9;9;0
3505906;15;1;;1
3505906;20;15;13;2
3505906;24;2;2;0
3505906;2;4;4;0
3505906;3;70;63;7
3505906;6;8;8;0
3505906;7;1;1;0
3505906;30;1;1;0
3505906;10;8;6;2
3505906;38;1;;1
3505906;41;1;1;0
3505906;5;15;11;4
3505906;47;1;;1
3505906;48;1;1;0
3505906;51;2;2;0
3505906;54;5;4;1
3505906;56;10;6;4
3505906;57;1;1;0
3505906;58;12;9;3
3505906;59;4;4;0
3505906;8;10;9;1
3505906;9;5;2;3
3505906;65;2;;2
3505906;66;3;1;2
3506003;12;6;;6
3506003;13;8;2;6
3506003;14;11;7;4
3506003;1;119;111;8
3506003;15;14;3;11
3506003;19;1;1;0
3506003;20;60;29;31
3506003;21;3;1;2
3506003;23;4;4;0
3506003;24;12;4;8
3506003;2;14;10;4
3506003;25;1;1;0
3506003;26;9;5;4
3506003;27;1;1;0
3506003;28;1;;1
3506003;3;412;352;60
3506003;29;1;;1
3506003;6;38;38;0
3506003;7;1;;1
3506003;30;32;6;26
3506003;31;16;5;11
3506003;32;6;1;5
3506003;35;4;2;2
3506003;36;6;2;4
3506003;10;48;18;30
3506003;38;12;3;9
3506003;39;3;1;2
3506003;41;12;4;8
3506003;43;6;2;4
3506003;5;72;44;28
3506003;45;4;3;1
3506003;47;6;1;5
3506003;48;13;8;5
3506003;49;7;7;0
3506003;50;1;1;0
3506003;51;29;25;4
3506003;52;3;2;1
3506003;54;34;18;16
3506003;55;1;1;0
3506003;56;46;19;27
3506003;57;19;14;5
3506003;58;34;15;19
3506003;59;43;38;5
3506003;60;1;;1
3506003;61;6;;6
3506003;8;132;86;46
3506003;62;3;2;1
3506003;9;32;14;18
3506003;63;1;;1
3506003;64;73;73;0
3506003;65;12;1;11
3506003;66;8;1;7
3506102;12;1;;1
3506102;14;2;1;1
3506102;1;26;25;1
3506102;15;1;;1
3506102;20;14;4;10
3506102;23;1;;1
3506102;2;2;1;1
3506102;26;3;;3
3506102;3;106;98;8
3506102;6;13;13;0
3506102;30;7;1;6
3506102;31;4;1;3
3506102;32;1;1;0
3506102;33;1;1;0
3506102;34;3;;3
3506102;35;2;1;1
3506102;10;16;9;7
3506102;38;6;2;4
3506102;41;7;1;6
3506102;4;1;1;0
3506102;5;8;5;3
3506102;45;2;1;1
3506102;47;1;;1
3506102;48;4;4;0
3506102;51;1;1;0
3506102;52;3;;3
3506102;54;7;3;4
3506102;55;1;;1
3506102;56;8;3;5
3506102;57;2;;2
3506102;58;9;4;5
3506102;59;3;;3
3506102;8;34;21;13
3506102;62;4;1;3
3506102;9;12;6;6
3506102;65;2;;2
3506102;66;4;2;2
3506201;3;2;2;0
3506300;20;2;2;0
3506300;3;52;52;0
3506300;10;1;1;0
3506300;41;2;2;0
3506300;54;1;1;0
3506300;58;1;1;0
3506300;8;2;2;0
3506300;9;1;1;0
3506359;12;1;1;0
3506359;13;1;1;0
3506359;14;1;1;0
3506359;1;3;3;0
3506359;20;5;2;3
3506359;2;4;4;0
3506359;26;1;;1
3506359;3;28;22;6
3506359;6;21;21;0
3506359;30;3;1;2
3506359;32;2;1;1
3506359;10;6;3;3
3506359;5;13;12;1
3506359;45;1;1;0
3506359;48;4;4;0
3506359;50;1;1;0
3506359;51;1;1;0
3506359;54;4;4;0
3506359;56;3;;3
3506359;58;4;1;3
3506359;59;2;;2
3506359;8;16;12;4
3506359;62;1;1;0
3506359;9;1;1;0
3506359;65;1;1;0
3506409;3;9;8;1
3506409;6;2;2;0
3506409;8;2;2;0
3506508;12;1;;1
3506508;14;1;1;0
3506508;1;7;2;5
3506508;15;2;;2
3506508;20;9;;9
3506508;24;1;;1
3506508;2;4;;4
3506508;26;3;;3
3506508;3;115;91;24
3506508;6;15;15;0
3506508;30;8;;8
3506508;31;2;1;1
3506508;10;8;4;4
3506508;38;3;1;2
3506508;41;2;;2
3506508;5;10;;10
3506508;51;1;;1
3506508;54;5;2;3
3506508;56;10;2;8
3506508;58;5;;5
3506508;59;2;;2
3506508;61;1;;1
3506508;8;9;5;4
3506508;9;4;2;2
3506508;66;3;3;0
3506607;13;1;1;0
3506607;15;1;1;0
3506607;20;2;1;1
3506607;3;59;59;0
3506607;6;2;2;0
3506607;30;2;2;0
3506607;31;1;1;0
3506607;10;3;3;0
3506607;38;2;2;0
3506607;5;4;4;0
3506607;51;1;1;0
3506607;54;3;2;1
3506607;58;2;2;0
3506607;59;1;1;0
3506607;8;12;12;0
3506607;9;1;1;0
3506607;65;1;1;0
3506607;66;2;2;0
3506706;3;4;3;1
3506706;6;3;3;0
3506706;7;1;1;0
3506706;54;1;1;0
3506706;58;2;2;0
3506706;8;1;1;0
3506805;3;6;6;0
3506805;10;1;1;0
3506805;9;1;1;0
3506904;3;10;10;0
3506904;6;3;3;0
3506904;10;1;1;0
3506904;58;1;1;0
3506904;8;2;2;0
3506904;66;1;1;0
3507001;1;7;7;0
3507001;15;1;;1
3507001;20;14;5;9
3507001;3;80;70;10
3507001;6;1;1;0
3507001;30;5;1;4
3507001;31;1;;1
3507001;32;1;1;0
3507001;33;3;2;1
3507001;36;1;1;0
3507001;10;14;9;5
3507001;38;2;1;1
3507001;43;1;;1
3507001;5;19;9;10
3507001;48;2;1;1
3507001;51;2;1;1
3507001;54;4;1;3
3507001;56;12;3;9
3507001;58;11;5;6
3507001;59;3;2;1
3507001;8;31;26;5
3507001;9;5;4;1
3507001;65;2;1;1
3507100;3;25;25;0
3507100;6;2;2;0
3507100;10;2;1;1
3507100;5;2;1;1
3507100;54;1;1;0
3507100;58;1;1;0
3507100;8;5;5;0
3507159;6;1;1;0
3507209;3;1;1;0
3507308;3;8;7;1
3507308;6;1;1;0
3507308;54;1;1;0
3507308;8;1;1;0
3507308;9;1;1;0
3507407;20;2;2;0
3507407;2;1;1;0
3507407;3;17;16;1
3507407;6;1;1;0
3507407;5;4;3;1
3507407;56;1;;1
3507407;8;1;1;0
3507407;9;1;1;0
3507456;20;1;1;0
3507456;3;2;2;0
3507456;8;1;1;0
3507506;12;2;1;1
3507506;13;6;3;3
3507506;14;11;5;6
3507506;1;34;29;5
3507506;15;6;4;2
3507506;19;3;3;0
3507506;20;29;21;8
3507506;17;3;3;0
3507506;21;3;3;0
3507506;23;2;2;0
3507506;24;7;7;0
3507506;2;7;7;0
3507506;25;4;2;2
3507506;26;1;;1
3507506;3;146;84;62
3507506;6;33;33;0
3507506;30;34;20;14
3507506;31;9;6;3
3507506;34;1;;1
3507506;35;4;3;1
3507506;36;3;3;0
3507506;37;1;1;0
3507506;10;25;12;13
3507506;38;12;10;2
3507506;41;18;12;6
3507506;4;202;199;3
3507506;43;4;4;0
3507506;5;44;33;11
3507506;45;4;4;0
3507506;47;4;2;2
3507506;48;15;15;0
